0,1,2,3,4,5,6,target
0.52806,-21.412,5.5306,-252.58,-2.9413,5.0204,-0.57653,0.054082
0.52806,-31.412,20.531,162.42,-1.9413,2.0204,0.42347,-6.4459
2.5281,155.59,60.531,715.42,-4.0413,-5.9796,-0.57653,-8.4459
2.5281,260.59,120.53,108.42,-5.5413,-5.9796,-0.57653,-9.4459
2.5281,109.59,45.531,694.42,-4.0413,-3.9796,-0.57653,-6.4459
-1.4719,-53.412,-24.469,252.42,4.8587,5.0204,0.42347,4.6541
-1.4719,-104.41,-33.469,-754.58,0.95867,-0.97959,0.42347,1.5541
2.5281,65.588,-14.469,442.42,6.6587,3.0204,-0.57653,0.45408
0.52806,30.588,-9.4694,807.42,3.4587,-0.97959,-0.57653,-5.4459
2.5281,234.59,93.531,1974.4,-4.0413,-2.9796,-0.57653,-11.446
0.52806,-26.412,15.531,842.42,1.1587,0.020408,0.42347,-6.9459
-1.4719,-86.412,-10.469,-598.58,0.95867,-2.9796,1.4235,-1.4459
0.52806,-39.412,2.5306,-505.58,-1.5413,-2.9796,-0.57653,-2.4459
2.5281,205.59,85.531,1347.4,-3.3413,1.0204,-0.57653,-7.9459
2.5281,155.59,40.531,1077.4,-3.5413,0.020408,-0.57653,-10.446
2.5281,65.588,5.5306,387.42,-0.041327,2.0204,-0.57653,-3.5459
0.52806,4.588,-7.4694,-203.58,-0.041327,-5.9796,-0.57653,-5.4459
-1.4719,-103.41,-36.469,-1007.6,2.0587,6.0204,1.4235,7.5541
-1.4719,-75.412,-7.4694,-677.58,-0.84133,2.0204,1.4235,3.7541
-1.4719,-54.412,-26.469,-385.58,2.9587,-0.97959,-0.57653,-0.44592
2.5281,205.59,65.531,1690.4,-4.0413,-0.97959,-0.57653,-7.4459
0.52806,-21.412,10.531,-277.58,-2.6413,3.0204,-0.57653,3.3541
2.5281,109.59,45.531,1279.4,-0.041327,-1.9796,-0.57653,-9.4459
-1.4719,-103.41,-51.469,-1182.6,1.8587,0.020408,1.4235,9.5541
2.5281,156.59,44.531,1357.4,-1.0413,1.0204,-0.57653,-7.4459
-1.4719,-97.412,-52.469,-847.58,9.0587,6.0204,0.42347,20.554
0.52806,5.588,-19.469,92.416,1.1587,2.0204,-0.57653,-2.6459
2.5281,112.59,95.531,1398.4,-0.54133,-5.9796,-0.57653,-13.446
0.52806,5.588,-19.469,-390.58,0.45867,-5.9796,-0.57653,-2.4459
-1.4719,-73.412,5.5306,-317.58,-1.5413,-2.9796,0.42347,0.55408
0.52806,-23.412,-7.4694,6.4158,-1.0413,-0.97959,-0.57653,-5.4459
-1.4719,-54.412,-12.469,-112.58,0.85867,6.0204,-0.57653,0.55408
-1.4719,-104.41,-34.469,-1040.6,-1.3413,0.020408,0.42347,5.5541
-1.4719,-60.412,-9.4694,-462.58,-0.74133,2.0204,1.4235,-2.3459
0.52806,55.588,-4.4694,358.42,1.4587,-1.9796,-0.57653,-8.4459
2.5281,110.59,25.531,862.42,-0.14133,3.0204,-0.57653,-6.4459
0.52806,30.588,-4.4694,673.42,2.1587,0.020408,-0.57653,-3.4459
-1.4719,-74.412,-25.469,-352.58,3.0587,6.0204,-0.57653,4.5541
-1.4719,-105.41,-33.469,-1052.6,-1.5413,3.0204,0.42347,8.4541
-1.4719,-103.41,-34.469,-1022.6,4.9587,-4.9796,-0.57653,2.5541
-1.4719,-73.412,7.5306,-44.584,-1.0413,-3.9796,0.42347,-5.4459
-1.4719,-98.412,-35.469,-788.58,2.4587,-3.9796,0.42347,2.5541
0.52806,30.588,5.5306,642.42,3.1587,2.0204,-0.57653,-4.8459
-1.4719,-72.412,-16.469,-477.58,-0.44133,4.0204,0.42347,11.554
2.5281,107.59,24.531,191.42,-3.5413,-0.97959,-0.57653,-10.446
0.52806,55.588,-16.469,43.416,0.95867,-2.9796,-0.57653,-5.4459
-1.4719,-72.412,-8.4694,-677.58,-0.041327,1.0204,-0.57653,2.0541
-1.4719,-43.412,-14.469,25.416,4.5587,4.0204,-0.57653,0.85408
-1.4719,-64.412,-2.4694,172.42,0.15867,0.020408,0.42347,-3.4459
-1.4719,-54.412,-14.469,-569.58,3.9587,-3.9796,-0.57653,-3.4459
-1.4719,-82.412,-19.469,-402.58,0.65867,6.0204,-0.57653,7.5541
-1.4719,-43.412,-16.469,-237.58,0.45867,1.0204,-0.57653,1.0541
-1.4719,-123.41,-39.469,-1204.6,3.4587,-4.9796,1.4235,7.5541
-1.4719,-89.412,-34.469,-827.58,-0.64133,3.0204,-0.57653,11.054
2.5281,123.59,35.531,757.42,-2.3413,2.0204,-0.57653,-4.0459
0.52806,36.588,5.5306,929.42,5.4587,-0.97959,-0.57653,-6.4459
-1.4719,-43.412,-14.469,-27.584,1.7587,6.0204,-0.57653,3.5541
2.5281,107.59,34.531,592.42,-2.7413,2.0204,-0.57653,-3.2459
0.52806,36.588,60.531,467.42,-2.1413,2.0204,-0.57653,-5.7459
-1.4719,-96.412,-24.469,-1062.6,-1.1413,3.0204,-0.57653,12.254
-1.4719,-106.41,-28.469,-912.58,-1.0413,-4.9796,0.42347,6.5541
-1.4719,-96.412,-39.469,-932.58,0.65867,5.0204,-0.57653,10.954
0.52806,30.588,0.53061,635.42,0.95867,-1.9796,-0.57653,-5.4459
-1.4719,-96.412,-28.469,-833.58,-0.84133,4.0204,0.42347,18.054
2.5281,107.59,34.531,227.42,-4.3413,2.0204,-0.57653,-5.3459
-1.4719,-74.412,-16.469,-20.584,1.4587,-0.97959,0.42347,-0.44592
-1.4719,-54.412,-12.469,-405.58,-0.64133,0.020408,-0.57653,1.5541
0.52806,36.588,10.531,267.42,-0.14133,3.0204,-0.57653,-1.9459
0.52806,5.588,-19.469,-12.584,0.25867,2.0204,-0.57653,-3.2459
-1.4719,-87.412,-14.469,-547.58,-1.0413,-5.9796,0.42347,0.55408
2.5281,156.59,43.531,1679.4,-2.0413,-0.97959,-0.57653,-9.4459
0.52806,30.588,-19.469,487.42,1.0587,5.0204,-0.57653,-5.8459
-1.4719,-82.412,-16.469,-372.58,4.0587,6.0204,-0.57653,4.5541
-1.4719,-38.412,0.53061,-177.58,-1.1413,4.0204,-0.57653,4.4541
2.5281,155.59,75.531,1402.4,-3.4413,0.020408,-0.57653,-6.9459
-1.4719,-73.412,8.5306,-743.58,-3.0413,-5.9796,0.42347,2.5541
-1.4719,-78.412,-14.469,-854.58,-1.5413,-4.9796,0.42347,4.5541
-1.4719,-81.412,-9.4694,-699.58,-0.041327,-3.9796,1.4235,0.55408
0.52806,37.588,-4.4694,-63.584,0.45867,-0.97959,-0.57653,-3.4459
0.52806,37.588,-4.4694,310.42,-0.041327,-4.9796,-0.57653,-5.4459
0.52806,55.588,5.5306,667.42,0.65867,0.020408,-0.57653,-4.9459
-1.4719,-84.412,-17.469,-305.58,1.9587,-5.9796,0.42347,1.5541
-1.4719,-116.41,-52.469,-992.58,3.8587,2.0204,1.4235,9.3541
-1.4719,-108.41,-39.469,-958.58,0.85867,4.0204,1.4235,13.754
-1.4719,-73.412,-28.469,-466.58,2.4587,-3.9796,0.42347,-1.4459
0.52806,37.588,-14.469,107.42,2.0587,0.020408,-0.57653,-0.94592
-1.4719,-80.412,-13.469,-395.58,-1.5413,-2.9796,0.42347,-3.4459
2.5281,107.59,35.531,1660.4,0.45867,-1.9796,-0.57653,-9.4459
-2.4719,-114.41,5.5306,-257.58,-2.0413,1.0204,1.4235,-1.9459
-1.4719,-73.412,10.531,-306.58,-2.0413,-0.97959,0.42347,1.5541
2.5281,107.59,24.531,747.42,-2.1413,3.0204,-0.57653,-5.8459
2.5281,155.59,40.531,1104.4,-2.5413,-2.9796,-0.57653,-8.4459
-1.4719,-72.412,-19.469,-667.58,2.9587,-2.9796,-0.57653,-4.4459
-1.4719,-74.412,-29.469,-435.58,1.9587,4.0204,1.4235,7.8541
-1.4719,-74.412,-30.469,-342.58,2.7587,5.0204,1.4235,8.1541
-1.4719,-104.41,-56.469,-892.58,6.1587,4.0204,0.42347,20.854
0.52806,5.588,-23.469,34.416,2.0587,0.020408,-0.57653,0.55408
2.5281,205.59,62.531,1928.4,-3.0413,-2.9796,-0.57653,-11.446
-1.4719,-97.412,-37.469,-992.58,0.85867,1.0204,1.4235,6.5541
-1.4719,-54.412,-29.469,-435.58,1.4587,-1.9796,-0.57653,1.5541
-1.4719,-54.412,-16.469,-257.58,-0.14133,2.0204,-0.57653,1.6541
2.5281,155.59,45.531,1721.4,-1.0413,-1.9796,-0.57653,-10.446
-1.4719,-109.41,-39.469,-1002.6,3.8587,5.0204,1.4235,13.554
0.52806,3.588,-9.4694,-73.584,0.45867,-2.9796,-0.57653,-0.44592
-2.4719,-124.41,-7.4694,-647.58,-2.0413,-3.9796,1.4235,-4.4459
2.5281,165.59,65.531,1676.4,-2.5413,-2.9796,-0.57653,-10.446
-1.4719,-73.412,-24.469,-307.58,-0.54133,3.0204,-0.57653,3.9541
-1.4719,-59.412,-20.469,-452.58,0.45867,6.0204,-0.57653,5.5541
0.52806,36.588,0.53061,447.42,1.3587,1.0204,-0.57653,-2.9459
2.5281,205.59,70.531,2162.4,-3.5413,-4.9796,-0.57653,-10.446
2.5281,123.59,35.531,1102.4,-1.8413,2.0204,-0.57653,-5.9459
-1.4719,-43.412,-19.469,-122.58,2.0587,2.0204,-0.57653,0.35408
2.5281,156.59,37.531,1076.4,-1.2413,3.0204,-0.57653,-7.9459
2.5281,65.588,5.5306,1082.4,3.4587,1.0204,-0.57653,-6.4459
-1.4719,-54.412,-16.469,-87.584,1.7587,3.0204,-0.57653,-1.1459
2.5281,205.59,45.531,2019.4,-1.5413,-2.9796,-0.57653,-12.446
0.52806,30.588,-4.4694,255.42,-0.14133,0.020408,-0.57653,-1.4459
2.5281,123.59,105.53,1404.4,-2.0413,-5.9796,-0.57653,-12.446
2.5281,123.59,45.531,1157.4,-2.0413,-3.9796,-0.57653,-8.4459
2.5281,156.59,48.531,1151.4,-2.5413,-3.9796,-0.57653,-9.4459
-1.4719,-105.41,-42.469,-927.58,1.7587,5.0204,1.4235,14.254
-1.4719,-89.412,-30.469,-787.58,-1.3413,5.0204,0.42347,9.5541
0.52806,-48.412,15.531,-47.584,-1.7413,5.0204,1.4235,0.75408
0.52806,55.588,-4.4694,300.42,2.4587,-2.9796,-0.57653,-7.4459
-1.4719,-109.41,-39.469,-867.58,3.6587,4.0204,1.4235,17.354
-1.4719,-118.41,-52.469,-1328.6,0.95867,-1.9796,1.4235,7.5541
-1.4719,-59.412,-20.469,-487.58,0.15867,5.0204,-0.57653,3.7541
-1.4719,-115.41,-46.469,-1222.6,1.3587,5.0204,1.4235,15.654
2.5281,155.59,70.531,1122.4,-2.5413,-2.9796,-0.57653,-10.446
-1.4719,-93.412,-21.469,-775.58,-0.24133,0.020408,0.42347,3.5541
-1.4719,-96.412,-39.469,-597.58,5.1587,5.0204,-0.57653,6.4541
-1.4719,-73.412,5.5306,-377.58,-2.7413,1.0204,0.42347,-1.9459
-1.4719,-103.41,-37.469,-1012.6,-0.54133,6.0204,1.4235,14.554
-1.4719,-38.412,-12.469,-392.58,-1.0413,6.0204,-0.57653,2.5541
2.5281,123.59,45.531,1212.4,-2.5413,0.020408,-0.57653,-7.4459
-1.4719,-103.41,-37.469,-1012.6,0.15867,6.0204,1.4235,8.5541
2.5281,123.59,45.531,421.42,-4.5413,-2.9796,-0.57653,-8.4459
-1.4719,-97.412,-29.469,-822.58,0.85867,0.020408,1.4235,4.5541
-1.4719,-43.412,-20.469,-342.58,0.85867,5.0204,-0.57653,3.1541
-1.4719,-50.412,-8.4694,-312.58,-1.6413,6.0204,1.4235,8.5541
-1.4719,-78.412,-29.469,-819.58,-0.041327,-2.9796,0.42347,0.55408
0.52806,55.588,-4.4694,304.42,-0.54133,-4.9796,-0.57653,-4.4459
2.5281,205.59,45.531,783.42,-6.0413,-5.9796,-0.57653,-8.4459
2.5281,109.59,88.531,1754.4,2.9587,-5.9796,-0.57653,-14.446
2.5281,155.59,0.53061,747.42,3.4587,5.0204,-0.57653,3.1541
0.52806,30.588,-14.469,403.42,3.1587,4.0204,-0.57653,-4.3459
-1.4719,-104.41,-56.469,-992.58,5.9587,2.0204,0.42347,19.654
2.5281,123.59,45.531,458.42,-4.5413,-5.9796,-0.57653,-5.4459
-1.4719,-109.41,-34.469,-907.58,3.0587,2.0204,1.4235,15.954
2.5281,109.59,45.531,455.42,-3.5413,-5.9796,-0.57653,-7.4459
0.52806,63.588,15.531,432.42,-0.44133,2.0204,-0.57653,-5.3459
-1.4719,-108.41,-39.469,-1002.6,-0.34133,3.0204,1.4235,10.654
-1.4719,-54.412,-32.469,-576.58,3.9587,-2.9796,-0.57653,-2.4459
-1.4719,-97.412,-37.469,-832.58,2.4587,4.0204,1.4235,10.354
-1.4719,-74.412,-17.469,1.4158,3.9587,-3.9796,0.42347,-2.4459
0.52806,55.588,-4.4694,803.42,1.4587,-1.9796,-0.57653,-7.4459
-1.4719,-104.41,-56.469,-642.58,8.1587,4.0204,0.42347,19.954
-1.4719,-109.41,-52.469,-942.58,6.6587,0.020408,-0.57653,5.5541
2.5281,123.59,45.531,962.42,-2.3413,0.020408,-0.57653,-10.446
-1.4719,-60.412,-9.4694,-417.58,-1.3413,2.0204,1.4235,4.0541
-1.4719,-126.41,-55.469,-1110.6,3.9587,-2.9796,0.42347,5.5541
-1.4719,-87.412,-29.469,-772.58,-1.0413,6.0204,1.4235,12.554
-1.4719,-97.412,-33.469,-1152.6,-3.3413,0.020408,0.42347,6.0541
-1.4719,-97.412,-16.469,-698.58,3.4587,-2.9796,1.4235,-3.4459
-1.4719,-75.412,-12.469,-543.58,-0.54133,4.0204,1.4235,13.554
-1.4719,-54.412,-21.469,-338.58,1.4587,-0.97959,-0.57653,-0.44592
0.52806,55.588,0.53061,375.42,-1.0413,0.020408,-0.57653,-1.4459
-1.4719,-86.412,-29.469,-712.58,-0.34133,4.0204,1.4235,8.7541
0.52806,30.588,-4.4694,452.42,1.6587,2.0204,-0.57653,-2.9459
0.52806,37.588,-14.469,287.42,2.6587,3.0204,-0.57653,-3.2459
0.52806,55.588,0.53061,481.42,0.45867,-0.97959,-0.57653,-5.4459
2.5281,205.59,70.531,1407.4,-3.5413,-3.9796,-0.57653,-9.4459
0.52806,-48.412,-7.4694,-162.58,-1.0413,1.0204,1.4235,-1.4459
0.52806,37.588,-4.4694,-76.584,0.45867,-1.9796,-0.57653,-4.4459
2.5281,107.59,35.531,471.42,-5.0413,-5.9796,-0.57653,-6.4459
-1.4719,-75.412,-4.4694,-362.58,-0.74133,5.0204,1.4235,9.4541
-1.4719,-89.412,-30.469,-997.58,-0.24133,6.0204,0.42347,12.554
-1.4719,-103.41,-36.469,-952.58,2.6587,6.0204,1.4235,13.554
0.52806,67.588,-19.469,37.416,1.4587,6.0204,-0.57653,14.554
-1.4719,-97.412,-26.469,-789.58,0.25867,4.0204,0.42347,10.854
2.5281,165.59,70.531,843.42,-4.5413,-2.9796,-0.57653,-10.446
0.52806,-31.412,28.531,432.42,0.25867,2.0204,0.42347,-7.2459
0.52806,55.588,5.5306,542.42,0.85867,1.0204,-0.57653,-5.9459
-1.4719,-96.412,-14.469,-712.58,-0.041327,-2.9796,0.42347,2.5541
2.5281,205.59,85.531,1444.4,-3.0413,-3.9796,-0.57653,-10.446
0.52806,30.588,-4.4694,652.42,2.1587,1.0204,-0.57653,-4.4459
-1.4719,-96.412,-36.469,-842.58,1.0587,2.0204,1.4235,6.0541
-1.4719,-96.412,-36.469,-932.58,2.9587,1.0204,1.4235,8.0541
-1.4719,-43.412,-14.469,-421.58,-2.3413,3.0204,-0.57653,10.054
-1.4719,-96.412,-34.469,-857.58,-0.041327,4.0204,-0.57653,8.6541
-1.4719,-103.41,-51.469,-1182.6,1.9587,-0.97959,1.4235,9.5541
-1.4719,-97.412,-16.469,-847.58,-1.0413,-5.9796,1.4235,3.5541
-1.4719,-72.412,-18.469,-751.58,0.95867,-3.9796,-0.57653,-2.4459
-1.4719,-97.412,-37.469,-912.58,2.2587,5.0204,1.4235,8.8541
-1.4719,-72.412,-18.469,-757.58,-1.5413,-4.9796,-0.57653,-0.44592
0.52806,37.588,-4.4694,-343.58,-2.5413,-4.9796,-0.57653,-4.4459
0.52806,55.588,-26.469,596.42,5.4587,0.020408,-0.57653,-5.4459
-1.4719,-97.412,-16.469,-877.58,0.95867,-3.9796,1.4235,3.5541
0.52806,5.588,-9.4694,177.42,2.6587,2.0204,-0.57653,-2.9459
0.52806,5.588,-16.469,82.416,1.5587,5.0204,-0.57653,-3.2459
