0,1,2,3,4,5,6,7,8,9,10,11,12,target
-3.5562,-11.364,-6.6468,-0.06917,-0.1057,0.34537,-12.475,0.64266,-6.5494,-161.24,0.044466,35.626,-6.1231,4.0672
-3.4423,-11.364,-2.5768,-0.06917,-0.034695,-0.44863,23.325,-1.584,-4.5494,-24.237,2.4445,38.996,6.0069,-3.0328
-3.5297,-11.364,1.6932,-0.06917,-0.1177,-0.41063,-31.975,0.70756,-4.5494,-10.237,0.24447,39.386,-3.5531,-2.2328
-3.5134,-11.364,-8.6768,-0.06917,-0.066695,0.27837,27.025,-0.94804,-6.5494,-215.24,-0.65553,40.226,-6.9731,9.9672
-0.87955,-11.364,8.4432,-0.06917,0.3163,-0.68763,26.325,-2.2693,-4.5494,-5.2372,-3.7555,-4.824,8.7969,-7.1328
-3.5028,-11.364,2.7532,0.93083,-0.0046951,-0.33363,25.225,-0.90574,-4.5494,-132.24,-2.0555,40.226,5.2669,-1.0328
-2.773,-11.364,-2.9968,-0.06917,-0.016695,-0.68563,17.125,0.65956,-5.5494,-101.24,2.5445,-53.254,3.8569,-8.6328
-3.4809,-11.364,-2.5768,-0.06917,-0.034695,-0.43363,28.125,-1.6881,-4.5494,-24.237,2.4445,37.376,3.8169,-3.0328
-3.4989,8.6364,-4.1768,-0.06917,-0.090695,0.25337,-9.8749,0.12246,-6.5494,-185.24,0.14447,38.286,-4.9231,1.8672
-2.8633,-11.364,-2.9968,-0.06917,-0.016695,-0.36063,25.525,0.60456,-5.5494,-101.24,2.5445,37.656,3.6469,-6.9328
-3.4061,-11.364,16.603,-0.06917,0.054305,-1.1916,29.425,-1.9724,-5.5494,302.76,1.6445,-38.244,17.027,-14.433
-2.0945,-11.364,8.4432,0.93083,0.050305,2.0904,25.325,-1.633,-4.5494,-5.2372,-3.7555,31.776,-9.3331,27.467
-3.5593,-11.364,-7.0868,-0.06917,-0.044695,0.030366,4.8251,-0.47754,-4.5494,-112.24,-1.8555,38.926,-6.3631,2.0672
-3.3843,-11.364,-4.2268,-0.06917,-0.1067,-0.25463,16.925,1.8944,-6.5494,-175.24,-0.55553,36.066,6.1469,-5.9328
-3.5799,63.636,-8.1868,-0.06917,-0.1267,0.73937,-52.775,1.6061,-6.5494,-156.24,-0.15553,38.946,-10.673,12.367
-3.5748,41.136,-5.8168,-0.06917,-0.1497,-0.075634,-37.275,3.5222,-3.5494,-115.24,-1.8555,40.226,-5.5131,0.66719
-3.469,1.1364,-3.2668,-0.06917,-0.030695,-0.11263,27.525,2.1555,-4.5494,-97.237,-3.2555,40.226,6.4969,4.5672
-3.6072,6.6364,-8.8268,-0.06917,-0.016695,0.29037,-3.3749,0.29496,-8.5494,-112.24,-3.1555,40.226,-7.6731,1.4672
-2.9756,-11.364,-2.9968,-0.06917,-0.016695,-0.18863,15.925,0.66686,-5.5494,-101.24,2.5445,23.346,-2.3931,-4.3328
-2.99,-11.364,-4.9368,0.93083,-0.047695,0.59437,9.1251,-0.52294,-1.5494,-101.24,-1.0555,33.716,-2.7231,4.9672
-3.5859,63.636,-8.1868,-0.06917,-0.1267,0.31037,-46.775,1.6061,-6.5494,-156.24,-0.15553,38.956,-8.3331,8.2672
-3.5992,88.636,-9.8168,-0.06917,-0.1437,0.53137,-28.075,4.5298,-4.5494,-152.24,-3.3555,36.226,-8.7031,9.0672
-3.4908,-11.364,-4.2268,-0.06917,-0.1067,-0.21563,-28.575,1.9259,-6.5494,-175.24,-0.55553,32.716,-3.1031,-1.3328
-3.4459,-11.364,-3.7568,-0.06917,-0.061695,0.14137,-16.275,0.74536,-4.5494,-121.24,1.1445,40.226,-5.4531,1.2672
-3.5667,-11.364,-7.7268,-0.06917,-0.065695,0.13237,-2.4749,-0.70274,-7.5494,-138.24,-0.65553,35.506,-3.8431,0.067194
-3.4842,-11.364,2.7832,-0.06917,-0.1177,0.39337,-37.475,2.1654,-5.5494,-119.24,-2.4555,40.226,-6.3831,6.0672
-3.4385,-11.364,-5.1768,-0.06917,-0.055695,-0.31863,-38.375,0.052257,-4.5494,-129.24,0.74447,36.756,-2.5231,2.1672
7.9644,-11.364,6.9632,-0.06917,0.1453,-1.2486,28.425,-2.025,14.451,257.76,1.7445,40.226,13.027,-12.833
-3.5683,-11.364,0.79322,-0.06917,0.018305,-0.16463,8.1251,-1.5075,-8.5494,-135.24,2.5445,40.226,-3.5731,-1.9328
-0.68952,-11.364,8.4432,-0.06917,0.050305,-0.18363,24.425,-1.5116,-4.5494,-5.2372,-3.7555,-116.51,-2.8431,2.4672
-3.5681,-11.364,-7.8968,-0.06917,-0.094695,-0.14063,-36.375,2.0786,-5.5494,21.763,-1.5555,11.896,-3.5631,-2.7328
-3.5531,-11.364,-8.6768,-0.06917,-0.066695,-0.13163,0.2251,-0.51534,-6.5494,-215.24,-0.65553,30.436,0.49694,7.0672
-3.4961,1.1364,-3.2668,-0.06917,-0.030695,-0.27563,14.325,2.4317,-4.5494,-97.237,-3.2555,40.226,0.61694,-3.6328
-2.7323,-11.364,10.753,-0.06917,0.069305,-0.64763,26.125,-1.8151,-5.5494,28.763,2.7445,40.226,5.6869,-8.2328
-3.5706,41.136,-5.8168,-0.06917,-0.1497,0.28037,-45.675,3.5222,-3.5494,-115.24,-1.8555,15.046,-3.1431,2.2672
9.7463,-11.364,6.9632,-0.06917,0.1383,-0.39763,26.125,-2.0129,14.451,257.76,1.7445,40.226,3.6969,-9.8328
10.3,-11.364,6.9632,-0.06917,0.1583,-0.076634,26.425,-1.5728,14.451,257.76,1.7445,-256.04,2.5169,-10.833
-3.5805,-11.364,-5.9468,-0.06917,-0.039695,-0.22563,-31.275,1.0172,-4.5494,-184.24,1.7445,39.466,-4.1431,-1.9328
10.623,-11.364,6.9632,-0.06917,0.1383,0.058366,31.425,-2.2209,14.451,257.76,1.7445,40.226,7.6669,-15.333
1.0334,-11.364,6.9632,-0.06917,0.059305,0.69537,-0.9749,-1.2621,14.451,257.76,1.7445,18.006,-0.99306,7.2672
-3.4418,13.636,-6.0068,-0.06917,-0.1017,-0.31863,24.825,3.0235,-1.5494,-124.24,1.2445,21.406,1.7869,-6.5328
1.5882,-11.364,6.9632,0.93083,0.2153,-0.15763,14.825,-1.0723,14.451,257.76,1.7445,38.756,-1.1731,0.16719
-3.5229,8.6364,-4.1768,0.93083,-0.090695,-0.36463,-7.0749,0.12246,-6.5494,-185.24,0.14447,34.666,0.99694,-1.8328
-2.9861,-11.364,-2.9968,-0.06917,-0.016695,-0.45063,-12.075,0.70356,-5.5494,-101.24,2.5445,38.946,-4.1831,-2.6328
37.916,-11.364,6.9632,-0.06917,0.1383,-0.75363,16.825,-2.1876,14.451,257.76,1.7445,-27.214,14.727,-14.033
-3.5785,68.636,-6.1868,-0.06917,-0.1437,0.57637,-40.675,1.3217,-5.5494,-163.24,0.74447,40.226,-9.3231,5.9672
34.048,-11.364,6.9632,-0.06917,0.1243,-0.082634,10.125,-1.9321,14.451,257.76,1.7445,-337.85,1.8669,-11.633
-3.5918,71.136,-9.1068,-0.06917,-0.1397,1.3254,-52.875,2.475,-7.5494,-60.237,-3.7555,38.706,-9.5431,19.767
-3.3101,-11.364,-3.7568,-0.06917,-0.061695,0.027366,-39.675,1.6209,-4.5494,-121.24,1.1445,40.226,-6.5031,0.46719
-3.5724,13.636,-6.2768,-0.06917,-0.1287,0.44237,-35.075,1.6057,-5.5494,-127.24,0.54447,40.226,-7.3631,5.4672
-3.5637,9.6364,-5.4968,-0.06917,-0.1157,-0.28663,-47.175,3.0197,-5.5494,-165.24,-1.6555,40.226,-4.2231,0.86719
-1.2996,-11.364,8.4432,-0.06917,0.050305,-0.40463,28.725,-1.4063,-4.5494,-5.2372,-3.7555,-8.544,-0.62306,-3.4328
-3.5039,-11.364,0.79322,-0.06917,0.018305,0.50937,20.725,-1.4061,-8.5494,-135.24,2.5445,36.776,-6.1731,-0.53281
-3.3226,-11.364,10.753,-0.06917,0.069305,-0.11063,25.025,-2.1831,-5.5494,28.763,2.7445,31.406,11.507,-8.5328
-3.472,-11.364,-4.2268,-0.06917,-0.1067,-0.11563,-61.975,1.9259,-6.5494,-175.24,-0.55553,26.696,-6.8431,2.7672
2.0947,-11.364,6.9632,-0.06917,-0.022695,0.46537,6.3251,-0.46334,14.451,257.76,1.7445,36.396,-4.9131,1.1672
-3.3963,-11.364,-0.54678,0.93083,-0.065695,-0.47763,-14.775,-0.14244,-5.5494,-131.24,0.14447,34.266,3.3769,-0.13281
-3.5514,28.636,-9.8868,-0.06917,-0.1257,0.20537,-24.175,4.9971,-8.5494,-73.237,1.2445,40.226,-6.6731,0.36719
-3.5742,-11.364,-7.7268,-0.06917,-0.065695,0.12037,5.3251,-0.70294,-7.5494,-138.24,-0.65553,36.876,-4.4531,-0.53281
-0.83378,-11.364,8.4432,-0.06917,0.3163,-1.3816,29.225,-2.4491,-4.5494,-5.2372,-3.7555,40.226,16.637,-10.733
15.197,-11.364,6.9632,-0.06917,0.042305,-1.6566,31.425,-2.2411,14.451,257.76,1.7445,-327.88,21.717,-4.6328
-0.078514,-11.364,8.4432,0.93083,0.3163,-0.13263,14.025,-2.0495,-4.5494,-5.2372,-3.7555,-268.66,2.3669,-6.9328
-3.5782,22.636,-5.0468,-0.06917,-0.1217,0.30537,-28.175,1.6967,-2.5494,-79.237,-2.3555,39.076,-3.1531,-0.53281
-3.5219,-11.364,-0.32678,-0.06917,-0.1417,-0.21963,-60.775,1.4923,-5.5494,-103.24,0.74447,34.236,-7.1331,0.26719
-3.5579,58.636,-8.8968,-0.06917,-0.1547,0.75637,-58.575,4.0328,-4.5494,-50.237,-3.6555,14.906,-7.9131,6.4672
4.6346,-11.364,6.9632,-0.06917,0.1583,1.1084,30.725,-1.3423,14.451,257.76,1.7445,19.196,4.0869,-4.7328
-3.4514,8.6364,-4.1768,-0.06917,-0.090695,-0.044634,-52.275,0.63396,-6.5494,-185.24,0.14447,40.226,-6.0631,2.6672
-3.4345,-11.364,-1.4468,-0.06917,0.030305,-0.61463,-39.775,-0.99644,-3.5494,-17.237,0.74447,36.616,4.9469,0.56719
0.16146,-11.364,6.9632,-0.06917,0.1003,-0.33263,16.125,-0.92354,14.451,257.76,1.7445,-334.66,4.4969,-3.5328
-3.5689,13.636,-6.2768,-0.06917,-0.1287,0.33437,1.8251,1.6057,-5.5494,-127.24,0.54447,38.956,-5.4331,1.3672
8.1988,-11.364,6.9632,-0.06917,0.1633,0.53937,7.9251,-2.001,14.451,257.76,1.7445,-308.22,10.087,-14.133
5.1032,-11.364,6.9632,-0.06917,0.1383,0.18637,30.225,-2.0693,14.451,257.76,1.7445,35.306,4.4669,-9.4328
-2.4618,-11.364,-2.9968,-0.06917,-0.016695,-0.58363,26.425,-0.0078427,-5.5494,-101.24,2.5445,2.096,5.6969,-9.4328
-3.5248,9.6364,-5.4968,-0.06917,-0.1157,-0.32163,-22.875,3.0197,-5.5494,-165.24,-1.6555,38.886,0.79694,-2.8328
-1.2449,-11.364,8.4432,-0.06917,0.3163,-1.3586,27.125,-2.3342,-4.5494,-5.2372,-3.7555,35.036,16.877,-7.9328
-3.1205,-11.364,-1.2368,-0.06917,-0.010695,0.35037,13.925,-0.47754,-5.5494,-104.24,-0.055534,40.226,-8.1131,0.26719
17.103,-11.364,6.9632,-0.06917,0.1043,-2.1466,31.425,-2.6169,14.451,257.76,1.7445,13.546,10.687,-10.633
-3.5446,-11.364,-8.6768,-0.06917,-0.066695,-0.14063,-6.3749,-1.1971,-6.5494,-215.24,-0.65553,40.226,-3.2031,13.667
-3.5528,-11.364,0.79322,-0.06917,0.018305,0.69137,22.425,-1.6275,-8.5494,-135.24,2.5445,40.226,-7.0131,1.3672
1.6795,-11.364,6.9632,-0.06917,0.1453,-0.23363,13.925,-1.6272,14.451,257.76,1.7445,21.706,6.1069,0.66719
-3.5679,-11.364,2.7532,0.93083,-0.0046951,-0.39663,-12.575,-0.68294,-4.5494,-132.24,-2.0555,36.126,0.85694,0.76719
-2.4827,-11.364,-2.9968,-0.06917,-0.016695,-0.57163,25.525,0.43796,-5.5494,-101.24,2.5445,3.496,9.9469,-9.8328
-0.79514,-11.364,6.9632,-0.06917,-0.022695,-0.52263,-28.275,0.30326,14.451,257.76,1.7445,36.246,-2.2331,-0.73281
-3.5334,-11.364,-5.1768,-0.06917,-0.055695,-0.43463,-27.075,0.13916,-4.5494,-129.24,0.74447,40.226,-3.8831,-1.5328
-3.2881,-11.364,10.753,-0.06917,0.069305,0.14637,30.225,-1.9825,-5.5494,28.763,2.7445,40.226,2.7369,-4.5328
-2.0007,-11.364,-2.9968,-0.06917,-0.016695,-0.18863,28.325,-0.035243,-5.5494,-101.24,2.5445,-108.36,7.6869,-9.0328
4.6537,-11.364,6.9632,0.93083,0.1133,-0.40963,21.025,-2.6654,14.451,257.76,1.7445,-8.794,-3.7731,27.467
-3.4031,8.6364,-7.8068,-0.06917,-0.1118,0.52737,-36.375,0.30566,-4.5494,-192.24,-3.5555,40.226,-7.8031,12.567
-3.0235,-11.364,10.753,-0.06917,0.069305,0.087366,29.325,-1.4676,-5.5494,28.763,2.7445,29.086,-1.5331,0.46719
-3.5252,1.1364,-3.2668,-0.06917,-0.030695,-0.27263,-1.9749,1.7655,-4.5494,-97.237,-3.2555,38.926,-0.22306,0.36719
-3.5494,-11.364,-5.1768,-0.06917,-0.055695,-0.35163,-0.3749,-0.43474,-4.5494,-129.24,0.74447,40.226,-2.9731,-3.6328
-2.1885,-11.364,8.4432,-0.06917,0.3163,0.22537,31.425,-2.0291,-4.5494,-5.2372,-3.7555,7.636,-5.2631,0.76719
-3.5476,-11.364,-8.6768,-0.06917,-0.066695,1.4804,14.725,-1.054,-6.5494,-215.24,-0.65553,38.886,-5.0931,17.267
-3.4725,-11.364,2.7832,-0.06917,-0.1177,-0.49463,-10.575,2.525,-5.5494,-119.24,-2.4555,40.226,3.1869,-2.2328
-3.5934,83.636,-8.4568,-0.06917,-0.1386,1.7494,-36.675,1.323,-5.5494,-184.24,-3.7555,33.876,-9.7731,27.467
-3.5981,78.636,-7.3868,-0.06917,-0.1607,1.1694,-34.375,2.5411,-6.5494,-164.24,-2.5555,29.666,-9.5431,21.467
-3.2831,-11.364,-4.9368,-0.06917,-0.047695,-0.19863,-7.0749,-0.14314,-1.5494,-101.24,-1.0555,20.076,-1.7731,1.4672
-3.4993,-11.364,2.7532,0.93083,-0.0046951,0.088366,23.825,-0.43174,-4.5494,-132.24,-2.0555,37.066,-2.1531,0.46719
-3.3725,-11.364,-3.7568,-0.06917,-0.061695,-0.20163,-24.875,1.6209,-4.5494,-121.24,1.1445,40.226,0.13694,-0.33281
-3.0734,8.6364,-7.1668,-0.06917,0.092305,0.91837,13.225,-1.6829,-4.5494,-144.24,-5.4555,36.126,-3.0631,11.267
10.72,-11.364,6.9632,-0.06917,0.059305,-0.055634,19.425,-1.8438,14.451,257.76,1.7445,26.646,0.45694,-1.1328
-3.5957,83.636,-9.6668,-0.06917,-0.1517,0.85037,-54.675,3.8584,-6.5494,-6.2372,-1.4555,27.626,-8.2031,10.367
14.885,-11.364,6.9632,-0.06917,0.1133,-2.1466,31.425,-2.658,14.451,257.76,1.7445,40.226,25.317,-8.7328
-3.5661,-11.364,0.79322,-0.06917,0.018305,-0.25463,12.225,-1.29,-8.5494,-135.24,2.5445,40.226,-4.7731,-10.633
-3.3518,-11.364,-1.2368,-0.06917,-0.010695,-0.26163,21.825,-0.96104,-5.5494,-104.24,-0.055534,39.626,-0.93306,-3.1328
-3.5022,-11.364,16.603,-0.06917,0.054305,-0.30163,14.925,-1.6851,-5.5494,302.76,1.6445,40.226,0.69694,-2.4328
-3.5991,48.636,-8.2068,-0.06917,-0.1537,0.31937,-49.775,2.4246,-8.5494,-143.24,-2.8555,20.026,-8.2731,6.5672
8.6337,-11.364,6.9632,-0.06917,0.029305,-0.44763,-8.8749,-1.7974,14.451,257.76,1.7445,-332.02,3.0369,-12.333
-3.5522,8.6364,-7.8068,0.93083,-0.1118,1.3604,-18.875,1.4169,-4.5494,-192.24,-3.5555,20.396,-9.6431,23.467
-3.5571,28.636,-4.7268,0.93083,-0.1077,0.47337,-35.675,0.28256,-5.5494,-154.24,-0.85553,40.226,-9.1231,9.8672
-3.5831,-11.364,-5.9468,-0.06917,-0.039695,-0.38963,-8.9749,1.82,-4.5494,-184.24,1.7445,38.136,-2.0931,-4.0328
-3.3916,8.6364,-4.1768,0.93083,-0.090695,1.4064,-16.775,0.57146,-6.5494,-185.24,0.14447,34.096,-6.0731,12.667
18.438,-11.364,6.9632,-0.06917,0.1853,-0.46663,23.825,-1.9288,14.451,257.76,1.7445,34.776,9.4569,-12.033
-3.5862,-11.364,-4.0668,-0.06917,-0.085695,0.13637,10.325,1.1721,-7.5494,-166.24,-0.65553,40.226,-3.5131,-0.93281
-2.9838,-11.364,-2.9968,-0.06917,-0.016695,-0.33563,-6.7749,0.91246,-5.5494,-101.24,2.5445,40.226,-4.3931,-2.1328
-3.5777,68.636,-7.7668,-0.06917,-0.1567,0.0053656,-50.775,2.8165,-5.5494,-71.237,-2.3555,40.226,-7.9831,0.96719
-3.5705,68.636,-9.2268,-0.06917,-0.1417,-0.62163,-46.675,6.7907,-5.5494,-74.237,3.5445,26.126,-4.6031,-4.3328
-2.4061,-11.364,8.4432,-0.06917,0.050305,-0.40963,26.025,-1.3691,-4.5494,-5.2372,-3.7555,-64.384,1.7769,-5.1328
-3.5489,58.636,-8.8968,-0.06917,-0.1547,0.060366,-48.475,4.0328,-4.5494,-50.237,-3.6555,11.566,-7.6831,-0.032806
-2.1502,-11.364,8.4432,-0.06917,0.050305,1.2044,22.225,-1.8241,-4.5494,-5.2372,-3.7555,17.756,-10.923,27.467
-3.5605,-11.364,-7.7268,-0.06917,-0.065695,0.79437,-5.4749,-0.38054,-7.5494,-138.24,-0.65553,39.386,-6.9531,6.1672
4.1387,-11.364,6.9632,-0.06917,0.1583,0.016366,15.125,-1.0119,14.451,257.76,1.7445,-84.464,3.5769,-7.6328
-3.1778,-11.364,-0.54678,0.93083,-0.065695,-0.94063,31.425,0.079957,-5.5494,-131.24,0.14447,40.226,10.437,-2.5328
-3.3499,-11.364,-2.5768,-0.06917,-0.034695,-0.055634,22.625,-1.2499,-4.5494,-24.237,2.4445,34.556,2.8969,-3.1328
-3.4902,-11.364,-1.1268,-0.06917,-0.0076951,-0.37163,24.325,-1.4416,-3.5494,23.763,-0.65553,38.276,3.5569,-3.7328
-0.44992,-11.364,6.9632,-0.06917,0.1003,-0.52563,-20.375,-0.72854,14.451,257.76,1.7445,-22.274,1.4769,-2.6328
