0,1,2,3,4,5,6,7,8,9,10,target
0.85448,12.571,-0.60261,0.0068438,-0.0032531,-0.015455,-0.013083,-0.00044649,-0.0023479,-0.010185,0.0025594,0.0024073
-3.1455,4.5709,-0.60261,-0.0025039,-0.020611,0.0055118,0.0062784,0.033055,-0.010298,0.0029044,-0.0075903,0.0012898
0.85448,-14.429,-0.60261,0.0065146,0.0037091,0.01921,0.020795,-0.0021682,0.00059851,0.018526,0.010114,0.0063679
-4.1455,1.5709,-0.60261,-0.05224,-0.0006433,-0.0007208,-0.025166,-0.013904,-0.049765,-0.031406,-0.039259,-0.042765
1.8545,-1.4291,-0.60261,-0.0086945,-0.0092113,-0.017901,-0.0092753,0.0072833,-0.0081482,-0.0087955,-0.0023628,-0.005713
-5.1455,8.5709,1.3974,-0.0089785,0.005176,3.6446e-05,0.0075302,0.0065392,0.0033083,0.0036874,-0.0020807,-0.012696
3.8545,-8.4291,0.39739,-0.0006661,-0.0022913,0.0001591,-0.0039131,-0.00099103,-0.0098063,-0.00039298,-0.0062281,-0.0034363
3.8545,-0.4291,0.39739,0.0061363,0.0013822,0.0049992,-0.0046745,-0.0090335,0.00098772,-0.0013217,-0.0040977,0.010939
-2.1455,-1.4291,-0.60261,-0.010772,-0.020912,0.013844,-0.00051028,-0.0095102,-0.013494,0.00994,0.0064782,-0.01174
-3.1455,14.571,0.39739,0.0013477,-0.0006007,-0.0030624,-0.0072572,0.0097152,-0.00063512,-0.0044586,0.0023866,-0.00010872
3.8545,-1.4291,0.39739,-0.0056807,-0.0042914,0.0024988,-0.0040311,0.018653,-0.00069818,-0.003089,0.0040989,-0.015133
-2.1455,-9.4291,0.39739,-0.002909,0.0010396,0.0019458,-0.00051028,-0.0053454,-0.0036603,0.0047796,0.0020132,-0.0057061
5.8545,-8.4291,-0.60261,-0.01297,-0.0031148,-0.0063921,-0.002711,0.014057,0.012406,-0.0038285,-0.0005328,-0.0053526
-4.1455,6.5709,0.39739,-0.0093776,-0.0016897,-0.0066119,-0.0016494,0.026676,-0.0070638,-0.0031788,0.0070829,-0.01534
-5.1455,-4.4291,0.39739,-0.0075849,0.0011019,-0.00024225,0.00019418,0.0071489,0.0014812,-0.00096826,0.0045114,-0.01776
-0.14552,-13.429,0.39739,0.016414,0.024871,-0.0007325,-0.0028371,-0.011552,0.016728,8.5195e-05,0.0025084,0.012087
0.85448,0.5709,0.39739,0.0031916,-0.029886,-0.01862,-0.010616,-0.029342,-0.019215,-0.016145,-0.0074087,-0.00094563
-0.14552,12.571,0.39739,0.015399,-0.0026793,0.013447,0.0044709,-0.0047891,-0.010219,0.0086543,-0.00039623,0.0085029
-1.1455,11.571,0.39739,0.013441,0.031704,0.029913,0.030196,0.01191,0.030176,0.029386,0.016248,0.0056353
4.8545,14.571,0.39739,0.0096271,-0.006732,-0.0021372,-0.004608,-0.019144,-0.0039291,-0.0059842,-0.0059338,0.018132
-0.14552,14.571,-0.60261,0.0049099,-0.0092107,-0.016494,-0.010998,0.017418,-0.013927,-0.010227,-0.007868,0.0013008
-0.14552,-12.429,0.39739,0.0066249,0.0033999,0.011481,0.011051,0.031559,-0.02127,0.01184,0.010519,0.0018915
-4.1455,-5.4291,1.3974,-0.026473,0.00010592,0.0019229,-0.0058614,-0.0014555,0.0046549,-0.004213,-0.015696,-0.019293
-5.1455,-12.429,1.3974,0.015963,0.010608,0.010147,0.018628,-0.00030771,-0.00093533,0.0091623,0.0072317,0.022373
-0.14552,13.571,-0.60261,0.0029869,0.008381,0.021765,0.011909,-0.0098618,0.011649,0.01563,0.0020733,0.00068671
-1.1455,-8.4291,-0.60261,-0.013245,-0.013934,-0.016542,-1.0004e-05,-0.00030771,-0.029315,-0.0057047,-0.0034033,-0.027902
-4.1455,-11.429,1.3974,0.012407,0.0022368,0.0024062,0.0018435,0.010387,-0.023597,0.0022906,-0.0041209,0.022878
0.85448,4.5709,0.39739,0.0033375,0.010709,-0.007671,-0.002221,-0.00030771,0.017318,-0.0036733,0.0062608,0.0003202
0.85448,-9.4291,-0.60261,-0.011277,-0.0006433,-0.01277,-0.010331,-0.014177,-0.0070994,-0.010997,-0.014891,-0.0026819
0.85448,-8.4291,0.39739,-0.0022659,0.030207,0.0079739,0.00947,-0.0065803,0.018515,0.012468,5.1043e-05,-0.0014387
2.8545,-13.429,-0.60261,-0.033157,-0.0039452,-0.0021202,-0.00096684,-0.024297,-0.0086511,-0.0064549,-0.0092569,-0.026973
-5.1455,-0.4291,-0.60261,-0.01882,0.00068501,-0.020271,-0.014845,-0.050755,0.029378,-0.012541,-0.024365,-0.00096697
-1.1455,6.5709,-0.60261,0.0070073,-0.0021416,0.0029617,0.0040358,-0.0044548,0.0086221,-0.0012802,0.0011941,0.0068017
5.8545,-1.4291,-0.60261,0.0091148,0.006292,0.0072335,0.009644,-0.0005244,0.00024779,0.0075594,0.0033892,0.014679
-3.1455,-6.4291,-0.60261,-0.017989,-0.010718,0.0062427,0.002798,-0.01252,-0.010794,-0.00064853,-0.0064943,-0.0087624
-1.1455,-9.4291,-0.60261,0.013988,0.016611,0.0049667,0.013139,-0.00030771,0.015293,0.012258,0.010801,0.019432
-0.14552,-10.429,-0.60261,0.012655,-0.0031612,0.001691,0.011206,0.0098843,-0.0032386,0.0057848,0.0062593,0.012318
-2.1455,11.571,-0.60261,-0.0093178,-0.010761,0.0034955,0.002133,0.0017973,-0.021499,0.00072324,-0.019673,-0.0057918
2.8545,8.5709,-0.60261,0.0069301,-0.0102,-0.01785,-0.012273,-0.00030771,-0.0084016,-0.01465,-0.011089,0.0073948
1.8545,-10.429,-0.60261,-0.01803,-0.0035611,-0.012608,-0.0057257,-0.012183,0.0052201,-0.0066572,-0.0057961,-0.019623
4.8545,-2.4291,-0.60261,-0.010597,0.0050796,0.0033089,0.0032541,-0.0038,0.012596,0.0014597,0.0019807,-0.0078875
-4.1455,-6.4291,-0.60261,0.019915,0.00084075,0.0040454,0.0031411,-0.013718,-0.016397,0.0051566,0.0069595,0.0097243
-0.14552,-11.429,-0.60261,-0.028055,0.010775,0.001309,0.00028787,-0.0077995,0.025158,0.00072808,-0.0022196,-0.020801
-4.1455,-12.429,0.39739,-0.00088517,-0.0061327,-0.0073226,-0.0062428,0.0028922,-0.0017397,-0.0064116,0.010605,-0.0030613
-4.1455,-9.4291,-0.60261,0.041207,0.025897,0.028585,0.014277,0.015538,0.038347,0.018656,0.031402,0.034978
5.8545,5.5709,0.39739,0.016665,0.0053687,0.0077054,0.0096558,0.014665,0.013104,0.010086,0.008533,0.018915
1.8545,9.5709,-0.60261,-0.0018814,0.0017233,0.0060212,0.0036882,-0.0082486,-0.0070814,0.0044871,-0.0024006,0.0046625
2.8545,-1.4291,-0.60261,-0.006766,0.0056758,-0.0013931,0.00096524,-0.023777,0.0076288,-0.0011693,-0.0093411,-0.0036238
-3.1455,-4.4291,-0.60261,0.02288,0.0017995,0.0062321,-0.0062871,0.044206,-0.0006776,0.0034799,0.01188,-0.0030392
-3.1455,-13.429,-0.60261,-0.032876,-0.048385,-0.036116,-0.055326,-0.039141,-0.0533,-0.049287,-0.036301,-0.015318
-4.1455,8.5709,0.39739,-0.045079,0.0090302,0.0013185,0.0047065,-0.015224,-0.0056813,0.0026517,-0.0073306,-0.036398
-5.1455,-1.4291,-0.60261,-0.037105,-0.034676,-0.048104,-0.051455,0.0026046,-0.041237,-0.045691,-0.0096126,-0.042796
-5.1455,-10.429,-0.60261,0.036824,-0.0053226,0.0014726,0.0033841,-0.00030771,0.030255,0.012227,0.027589,0.034125
-5.1455,7.5709,-0.60261,-0.01156,0.0047199,-0.010361,-0.00043628,-0.039116,0.0053257,-0.0040906,-0.0090133,0.0040324
4.8545,3.5709,-0.60261,-0.015325,-0.01416,-0.015592,-0.014535,-0.013553,-0.0037808,-0.016092,-0.0063838,-0.0082271
-4.1455,11.571,-0.60261,-0.011071,-0.02449,-0.02612,-0.022588,0.014399,-0.00085673,-0.018732,-0.0070861,-0.0075208
-4.1455,-6.4291,1.3974,-0.0048071,-0.003433,-0.0010404,-0.0069334,-0.0020156,-0.024831,-0.0034946,-0.015184,0.0031941
-5.1455,12.571,1.3974,-0.040151,-0.018657,-0.0081242,-0.014641,-0.011663,-0.021018,-0.010948,-0.010848,-0.030127
-3.1455,9.5709,-0.60261,0.013306,0.008937,0.0078232,-0.0033777,-0.0012872,0.0068221,0.0066553,0.0073737,0.019536
-3.1455,-9.4291,-0.60261,-0.020787,0.00057199,-0.008621,-0.00028367,-0.035965,-0.0080251,-0.011643,-0.0030336,0.0063299
-2.1455,-3.4291,0.39739,-0.0051467,0.0011218,-0.0005624,0.00063272,0.0039281,-0.012243,0.0018326,-0.0061151,-0.0077923
-1.1455,-2.4291,-0.60261,-0.0022555,-0.027907,-0.027127,-0.022003,0.0041861,-0.034209,-0.024914,-0.01161,-0.0081379
-3.1455,-7.4291,0.39739,0.020859,-0.00081895,-0.00096754,0.00072115,0.0204,-0.0048939,0.00059409,0.0088203,0.011039
-4.1455,10.571,-0.60261,-0.0023642,-0.016549,0.024036,0.016645,-0.00074876,-0.0022964,0.020432,-0.0032671,-0.00095712
0.85448,7.5709,0.39739,-0.0080542,0.0075431,0.0032098,-0.00073613,0.02222,0.0077722,0.00047046,0.0064005,-0.012029
-5.1455,-9.4291,1.3974,0.005298,-0.0027684,0.0052514,-0.0045556,0.013943,-0.0081634,-0.0010908,-0.003582,0.0053535
1.8545,11.571,-0.60261,0.004755,0.0021346,-0.010117,-0.0048545,-0.016008,-0.0020092,-0.0046266,-0.0074096,0.0073585
-2.1455,11.571,0.39739,-0.019171,-0.024303,-0.028356,-0.026997,0.0038811,-0.035818,-0.029492,-0.012825,-0.015713
2.8545,12.571,-0.60261,-0.00092764,0.01701,0.026654,0.015786,-0.025607,0.014861,0.017145,-0.0041276,0.0023728
-5.1455,4.5709,-0.60261,-0.031214,-0.0006433,-0.018554,-0.0046811,-0.023719,-0.041835,-0.015559,-0.025043,-0.015338
0.85448,-7.4291,-0.60261,-0.011388,-0.0023132,-0.0062906,-0.011751,-0.024122,-0.0065926,-0.011842,-0.0088811,-0.0031486
-4.1455,10.571,0.39739,0.020615,0.00076105,0.011162,0.013842,0.0020722,0.0048253,0.013354,0.0068099,0.017998
0.85448,11.571,0.39739,0.017129,-0.0016932,0.0013918,0.0022144,-0.0010245,0.0025353,0.0050319,0.001071,0.012078
2.8545,8.5709,0.39739,0.00076274,0.02033,0.017479,0.0087132,-0.00030771,-0.009666,0.013135,0.00044121,-0.00086771
-1.1455,-8.4291,0.39739,-0.07852,-0.01607,-0.033962,-0.027091,-0.031753,-0.009535,-0.034346,-0.015661,-0.058381
1.8545,-10.429,0.39739,-0.0074712,-0.0019127,-0.00036549,-0.0043049,0.016887,0.0011132,-0.0024317,-0.001576,-0.0062745
4.8545,10.571,0.39739,-0.025183,-0.0006433,-0.0051903,-0.0058236,-0.0043039,-0.017449,-0.0062935,-0.010024,-0.01665
-3.1455,15.571,-0.60261,0.034664,0.012401,0.022944,0.041946,-0.015792,0.0057576,0.033435,0.0068983,0.022778
-0.14552,-8.4291,0.39739,-0.01753,-0.014268,-0.0064504,-0.011673,-0.039484,-0.0089608,-0.0099408,-0.016904,-0.0072532
-5.1455,13.571,0.39739,-0.0024606,-0.010521,0.01156,0.0077729,-0.021291,-0.0037752,0.009602,-0.0072507,-0.0038199
-5.1455,10.571,-0.60261,0.060156,0.0048946,0.034066,0.037381,-0.0084893,0.0089028,0.032329,0.0093837,0.045202
1.8545,-5.4291,0.39739,-0.01944,-0.0066286,-0.011063,-0.0068328,-0.00255,-0.010396,-0.0082231,-0.010902,-0.013658
-3.1455,-14.429,0.39739,0.028275,0.009464,0.019621,0.0090433,0.0042277,0.0099074,0.013171,0.010639,0.027677
2.8545,-0.4291,0.39739,0.017147,0.0028916,-0.0028808,-0.002632,0.022786,0.0051767,-0.0037617,0.0023873,0.012969
3.8545,5.5709,-0.60261,-0.0045717,-0.0095365,0.0030095,0.0022513,-0.00064153,0.0018631,0.0011419,-0.0034331,0.0031455
-2.1455,4.5709,0.39739,0.015156,0.0073827,0.015662,0.0091844,-0.0010496,0.0022435,0.011594,0.0080071,0.010898
-2.1455,12.571,-0.60261,-0.022797,-0.0033876,-0.019353,-0.017598,-0.027321,-0.00091353,-0.016663,-0.01416,-0.013997
-3.1455,3.5709,-0.60261,0.029336,-0.013707,0.011006,0.0026123,-0.0036008,0.0067823,0.0065578,0.0089113,0.018245
2.8545,-11.429,-0.60261,-0.019536,0.012389,0.014816,0.01087,-0.0030065,0.015886,0.012302,0.0087661,-0.023217
-5.1455,-5.4291,1.3974,-0.027877,-0.0020206,-0.013873,-0.0052002,-0.003192,6.3355e-05,-0.010316,-0.0076446,-0.014738
0.85448,7.5709,-0.60261,0.026156,0.022379,0.02353,0.014092,0.0068433,0.020981,0.017661,0.015463,0.016866
-3.1455,-11.429,-0.60261,0.0011705,0.022832,0.052108,0.036879,0.0081272,0.050739,0.036078,0.029376,0.0062843
5.8545,-7.4291,0.39739,-0.014015,0.0030516,-0.0044467,-0.0029234,0.0086481,-0.017851,0.0010988,-0.0085855,-0.0041198
4.8545,-10.429,-0.60261,0.0029694,0.01841,0.0059958,0.002949,-0.013279,0.013094,0.0059795,0.0014276,-0.0012778
-1.1455,10.571,0.39739,0.04223,-0.0063203,0.014677,0.019012,0.0063058,0.01592,0.018875,0.020626,0.033095
-1.1455,-1.4291,-0.60261,-0.0099167,0.0096551,0.0015737,0.0066671,-0.027081,0.014698,0.003923,-0.012241,0.0064417
0.85448,13.571,-0.60261,-0.0020053,-0.0052167,0.017581,0.0036104,0.0022645,-0.014558,0.00632,-0.014038,0.0077018
1.8545,4.5709,0.39739,-0.011513,-0.004313,-0.012305,-0.0035853,-0.02008,-0.0040799,-0.010347,-0.0034322,-0.0033204
1.8545,-2.4291,-0.60261,0.031784,0.0062132,0.0087703,0.007661,0.0075378,0.0071607,0.0074015,0.01234,0.011825
-3.1455,0.5709,0.39739,0.023226,0.0071058,0.010636,0.0042158,-0.003127,0.012277,0.0079519,0.005743,0.022362
-2.1455,-0.4291,-0.60261,-0.0088241,0.011828,-0.0023064,-0.0056879,-0.011649,-0.004133,-0.0061626,0.0017753,0.0041599
-3.1455,-3.4291,0.39739,0.0020048,-0.00086067,0.0020551,0.00096621,0.0077526,-0.00875,0.0011314,-0.00090774,-0.0043736
3.8545,5.5709,0.39739,0.020544,0.0011291,0.012444,0.004539,-0.00085361,-0.011688,0.0080342,0.0040489,0.013903
-4.1455,-13.429,0.39739,-0.0047363,0.012246,0.0089905,0.0063079,0.015835,0.0079031,0.0087563,0.00021807,-0.0084665
5.8545,12.571,0.39739,-0.0011138,0.00012775,-0.00052428,-0.00051028,-0.0064447,0.0025687,-0.00026201,-0.0011315,-0.00034347
4.8545,-4.4291,0.39739,-0.013429,-0.0048945,-0.00018968,-0.00080257,0.0028347,-0.0071384,-0.0038896,-0.0085885,-0.0083988
-2.1455,13.571,-0.60261,0.071453,0.020737,0.020143,0.021986,0.038317,0.029288,0.020754,0.024876,0.050351
2.8545,-14.429,0.39739,0.013824,0.028434,0.025707,0.026154,0.011293,0.028231,0.028474,0.013469,0.010188
0.85448,12.571,0.39739,0.0010278,-0.0075894,-0.0053017,-0.0091202,0.026335,0.0010724,-0.0050253,-0.00016352,-0.00038001
-4.1455,3.5709,-0.60261,0.031371,-0.01274,0.0017138,0.0023806,0.0027681,0.00047518,0.0020989,0.0058286,0.023026
-3.1455,0.5709,-0.60261,0.0040573,-0.0041655,0.02202,0.028451,0.017353,-0.011448,0.026207,0.0093179,-0.0014146
1.8545,-12.429,-0.60261,0.048787,0.014582,0.016885,0.015441,-0.00072878,0.021311,0.012941,0.015223,0.043591
-3.1455,9.5709,0.39739,0.03273,-0.0023489,0.014717,0.0082049,0.00096932,-0.0077935,0.0095233,-0.00096914,0.032392
1.8545,-3.4291,0.39739,-0.0053847,-0.0060366,-0.0037967,0.0034664,-0.008982,0.0017363,-3.8232e-05,-0.0062548,0.002302
2.8545,2.5709,-0.60261,-0.0012849,0.0019905,-0.0054974,0.0012117,-0.0073471,0.0067876,-0.00083462,-0.00052353,0.0025285
-5.1455,-8.4291,1.3974,-0.020307,-0.0024898,-0.005538,-0.0063751,0.00076296,-0.0083588,-0.005932,-0.0077556,-0.009464
0.85448,6.5709,0.39739,0.0072069,0.02162,0.024299,0.018335,-0.0065727,0.018585,0.02104,0.0052527,0.0054861
4.8545,-4.4291,-0.60261,0.016137,0.0043761,0.0090563,0.0064058,-0.00021151,0.00099334,0.0060102,0.0070426,0.013401
-4.1455,0.5709,-0.60261,-0.026181,-0.047273,-0.046335,-0.013677,-0.0040722,0.003064,-0.013192,-0.0077864,-0.013124
5.8545,-5.4291,0.39739,-0.021642,0.0053404,0.0052934,0.00035023,-0.0075212,0.0058625,0.00021082,-0.0018282,-0.019305
-4.1455,9.5709,-0.60261,0.0086456,-0.011358,-0.013519,0.0079955,0.025853,-0.00093533,-0.0014648,0.0051634,0.003347
0.85448,-8.4291,-0.60261,0.015852,-0.020523,-0.012317,-0.0023953,-0.0037306,-0.024218,-0.0055335,-0.0033246,0.010637
-4.1455,4.5709,-0.60261,-0.051328,-0.012122,-0.049468,-0.033216,-0.019177,-0.026815,-0.038395,-0.02823,-0.037469
-0.14552,9.5709,0.39739,-0.0051431,0.0022119,-0.0080866,-0.011095,-0.019719,0.012842,-0.0084241,-0.0032467,-0.0025491
-4.1455,-3.4291,0.39739,-0.010796,-0.0033917,-0.0013642,-0.0041982,-0.00030771,-0.0050874,-0.0039438,-0.0032901,-0.0078219
0.85448,-2.4291,-0.60261,0.0023894,0.023985,0.030691,0.017475,-0.026152,-0.0016263,0.019633,-0.014337,0.0044453
-5.1455,-2.4291,-0.60261,-0.0018244,0.0011133,-0.018394,-0.0066517,-0.00030771,0.0026367,-0.012691,-0.0057631,0.013816
-4.1455,7.5709,-0.60261,0.028014,-0.035959,-0.020394,-0.010433,-0.0057456,-0.01349,-0.01263,0.0087419,0.015674
1.8545,3.5709,-0.60261,0.026309,0.0061941,-0.0043,0.00032168,-0.0082105,0.0063387,-0.00051268,-0.0042859,0.029786
2.8545,1.5709,-0.60261,0.009991,-0.0037076,0.0046819,0.0072463,0.016399,-0.0038364,0.0049746,0.0048256,0.0044557
-3.1455,-5.4291,0.39739,-0.0044884,0.003871,0.007878,0.0063029,-0.00066074,0.0048402,0.0074844,0.0019162,-0.0055444
3.8545,7.5709,-0.60261,0.0093273,-0.012897,-0.0046641,0.0062266,0.0012319,-0.017339,-0.0012487,0.0029841,0.005477
-5.1455,-3.4291,0.39739,-0.0058909,-0.010069,-0.016994,-0.0076501,-0.00030771,-0.0060169,-0.010364,-0.0046651,-0.0061775
5.8545,-4.4291,-0.60261,-0.0015936,0.003033,0.007525,0.002764,0.024234,0.0068766,0.0026235,0.0045884,-0.0058333
4.8545,0.5709,-0.60261,0.0085693,0.013721,0.019815,0.015652,0.0018261,0.018784,0.013653,0.014757,0.0052298
-2.1455,5.5709,0.39739,-0.0053182,-0.0016627,-0.0061391,-0.010991,0.016915,4.5172e-05,-0.0093677,0.0015798,-0.0090475
-5.1455,2.5709,0.39739,0.011943,0.011779,0.0064995,0.0066132,-0.011941,0.0051783,0.0049325,0.00078946,0.0084154
5.8545,-9.4291,0.39739,0.0088043,-0.0019424,0.00023733,0.0038317,-0.0013979,-0.0040074,-0.00065517,0.0020153,0.011032
3.8545,3.5709,-0.60261,0.0090547,0.0087181,0.018109,0.016928,-0.002362,0.014638,0.015478,0.0098947,0.0082865
-0.14552,13.571,0.39739,-0.029995,-0.032152,-0.034614,-0.032057,-0.013105,-0.036548,-0.035374,-0.021969,-0.023445
-5.1455,-4.4291,1.3974,0.00024254,0.0030749,0.011528,0.0091303,-0.00030771,0.0032767,0.012167,0.0038367,-0.0046644
-3.1455,15.571,0.39739,-0.001543,-0.0039216,0.0010847,0.00077585,-0.00095674,0.0049365,-0.0010084,-0.0024733,-0.0054427
5.8545,7.5709,0.39739,0.010927,-0.002289,-0.0021692,0.0015933,-0.0068326,-0.00071629,0.00041742,-0.0011439,0.010201
3.8545,-6.4291,-0.60261,0.0025118,0.0049815,-0.0015363,0.00090493,0.018225,0.0039305,-0.00037898,0.0052403,0.0051174
-4.1455,2.5709,1.3974,-0.0032048,0.0012796,0.0021513,-0.0012333,0.00026057,0.0046926,0.00010099,0.0060019,-0.0014379
2.8545,-1.4291,0.39739,-0.00059611,-0.0013566,0.0014695,-0.00016895,-0.0027254,-0.0059308,1.4112e-05,-0.00077016,0.0018804
-4.1455,1.5709,0.39739,0.030954,0.0035857,0.0092824,0.005668,0.026495,-0.00093533,0.0099898,0.0093744,0.027411
-4.1455,-10.429,0.39739,-0.055379,0.0022497,-0.018756,-0.015883,-0.029594,-0.019421,-0.021476,-0.028226,-0.03993
-1.1455,-9.4291,0.39739,-0.026474,-0.033532,-0.0091798,-0.015771,-0.00030771,-0.024314,-0.018177,-0.01449,-0.013706
-4.1455,-11.429,0.39739,-0.041657,-0.032279,-0.025505,-0.022412,-0.0049656,-0.049402,-0.027989,-0.02071,-0.031204
3.8545,-11.429,0.39739,0.00669,-0.0087107,-0.013216,-0.0071298,-0.0027745,0.0012835,-0.0088898,0.0039895,0.0065406
-5.1455,-9.4291,-0.60261,0.030261,0.0071434,0.0077345,0.012355,0.0038547,0.017984,0.01087,0.0078367,0.023797
-5.1455,6.5709,-0.60261,0.0034909,-0.015922,-0.010562,-0.0024087,0.01851,-0.017917,-0.0070228,-0.0041632,-0.0054439
-2.1455,-9.4291,-0.60261,0.017061,-0.0090106,-0.008776,-0.0095342,0.01197,-0.0059942,-0.00711,0.003256,-0.00089317
-0.14552,-14.429,0.39739,-0.0086856,-0.0006433,0.0021154,-0.00051028,-0.0061464,-0.020249,-0.0029057,-0.016818,-0.00024306
2.8545,-12.429,-0.60261,0.010955,0.0078553,-0.0041893,-0.0048164,-0.0067307,0.0048436,-0.0019365,0.0071812,0.0067492
-3.1455,-4.4291,0.39739,-0.0071397,0.0033901,-0.0020844,-0.0046496,0.0092105,-0.0022795,-0.0043273,-0.0032211,-0.0087905
1.8545,5.5709,-0.60261,0.013108,0.017808,0.027438,0.019121,-0.014391,0.014742,0.022878,0.0058769,0.011479
-5.1455,5.5709,1.3974,-0.0020631,0.0017674,0.0046957,0.0043179,-0.016028,-0.0071216,0.0079255,-0.0077895,0.0081152
-1.1455,-3.4291,-0.60261,0.018916,-0.0016226,-0.0033543,-0.0027674,-0.016667,-0.013768,-0.0045888,-0.003181,0.024128
4.8545,-14.429,0.39739,0.01288,0.00098757,0.0048756,0.0080608,-0.025367,0.013024,0.0037692,0.013318,0.0054293
4.8545,-13.429,-0.60261,-0.0028805,0.0057923,0.0022038,0.011314,-0.023677,0.016732,0.0059455,-0.0024717,0.0041065
-0.14552,-5.4291,-0.60261,0.025161,-0.0041297,0.0098913,0.0067283,0.020389,0.0038316,0.009093,0.018687,0.01546
-0.14552,-0.4291,-0.60261,-0.012488,-0.024699,-0.036732,-0.026972,-0.0098392,-0.029803,-0.027078,-0.022045,-0.0052527
4.8545,-5.4291,0.39739,-0.018155,0.0037233,-0.010785,-0.010483,0.013626,-0.0015075,-0.011042,-0.0031571,-0.015453
